,price,ranks,title,no_of_reviews,ratings,author,cover_type,year,category
678,11.29,87,"Thinking, Fast and Slow","29,732",4.6,Daniel Kahneman,Paperback,2015,Non Fiction
679,7.5,88,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!","6,281",4.6,Tom Robinson,Paperback,2015,Non Fiction
680,7.48,89,1984,"72,441",4.7,George Orwell,Mass Market Paperback,2015,Fiction
681,20.97,90,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","9,891",4.7,Kerry Patterson,Paperback,2015,Non Fiction
682,14.98,91,Emotional Intelligence 2.0,"10,429",4.5,Travis Bradberry,Hardcover,2015,Fiction
683,10.4,92,For the Love: Fighting for Grace in a World of Impossible Standards,"1,862",4.6,Jen Hatmaker,Hardcover,2015,Non Fiction
684,13.48,93,"Press Here (Interactive Book for Toddlers and Kids, Interactive Baby Book) (Press Here by Herve Tullet)","13,598",4.8,Herve Tullet,Hardcover,2015,Non Fiction
685,,94,Little Blue Truck board book,"8,204",4.9,Alice Schertle,Board book,2015,Non Fiction
686,4.55,95,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,,Board book,2015,Fiction
687,6.78,96,A Long Walk to Water: Based on a True Story,"16,131",4.7,Linda Sue Park,Paperback,2015,Fiction
688,25.64,97,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,"33,321",4.7,George R. R. Martin,Mass Market Paperback,2015,Fiction
689,13.32,98,Rogue Lawyer: A Novel,"17,686",4.2,John Grisham,Hardcover,2015,Fiction
690,4.72,99,Detailed Designs and Beautiful Patterns (Sacred Mandala Designs and Patterns Coloring Books for Adults),"1,060",4.5,Lilt Kids Coloring Books,Paperback,2015,Non Fiction
691,5.99,100,Lord of the Flies,"31,815",4.6,William Golding,Mass Market Paperback,2015,Fiction
692,11.46,1,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script","43,339",4.3,J.K. Rowling,Hardcover,2016,Fiction
693,18.29,2,StrengthsFinder 2.0,Gallup,4.1,,Hardcover,2016,Non Fiction
694,4.78,3,First 100 Words: A Padded Board Book,"35,236",4.7,Roger Priddy,Board book,2016,Non Fiction
695,8.32,4,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,,Hardcover,2016,Non Fiction
696,8.48,5,"Oh, the Places You'll Go!  ","42,848",4.9,Dr. Seuss,Hardcover,2016,Fiction
697,14.25,6,Diary of a Wimpy Kid #11: Double Down,"14,027",4.8,Jeff Kinney,Hardcover,2016,Fiction
698,12.77,7,When Breath Becomes Air,"29,336",4.8,Paul Kalanithi,Hardcover,2016,Non Fiction
699,6.9,8,Giraffes Can't Dance,"28,447",4.8,Giles Andreae,Board book,2016,Fiction
700,7.57,9,The 5 Love Languages: The Secret to Love that Lasts,"69,866",4.8,Gary Chapman,Paperback,2016,Non Fiction
701,14.68,10,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,,Hardcover,2016,Non Fiction
702,7.63,11,A Man Called Ove: A Novel,"56,988",4.7,Fredrik Backman,Paperback,2016,Fiction
703,11.7,12,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),"11,308",4.8,Bill O'Reilly,Hardcover,2016,Non Fiction
704,10.5,13,How to Win Friends & Influence People,"79,094",4.7,Dale Carnegie,Paperback,2016,Non Fiction
705,12.07,14,The Magnolia Story,"10,133",4.8,Chip Gaines,Hardcover,2016,Non Fiction
706,4.99,15,Laugh-Out-Loud Jokes for Kids,"10,751",4.6,Rob Elliott,Paperback,2016,Non Fiction
707,17.36,16,To Kill a Mockingbird,"68,842",4.8,Harper Lee,Mass Market Paperback,2016,Fiction
708,12.45,17,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"29,400",4.5,J. D. Vance,Hardcover,2016,Non Fiction
709,13.4,18,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),"9,202",4.7,J.K. Rowling,Hardcover,2016,Fiction
710,23.69,19,Hamilton: The Revolution,"13,105",4.9,Lin-Manuel Miranda,Hardcover,2016,Non Fiction
711,10.33,20,The Girl on the Train,"91,515",4.1,Paula Hawkins,Paperback,2016,Fiction
712,8.55,21,Mindset: The New Psychology of Success,"13,911",4.6,Carol S. Dweck,Paperback,2016,Non Fiction
713,,22,"The Official SAT Study Guide, 2016 Edition","1,089",4.4,The College Board,Paperback,2016,Non Fiction
714,8.99,23,,"3,113",4.5,,Paperback,2016,unknown
715,7.74,24,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2016,Non Fiction
716,7.38,25,Milk and Honey,"46,407",4.7,Rupi Kaur,Paperback,2016,Non Fiction
717,3.97,26,The Going-To-Bed Book,"15,393",4.8,Sandra Boynton,Board book,2016,Fiction
718,15.2,27,Born to Run,"5,515",4.7,Bruce Springsteen,Hardcover,2016,Non Fiction
719,9.94,28,Alexander Hamilton,"19,082",4.8,Ron Chernow,Paperback,2016,Non Fiction
720,4.93,29,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2016,Fiction
721,17.99,30,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"9,187",4.7,Stephen R. Covey,Paperback,2016,Non Fiction
722,1.5,31,The Constitution of the United States,Delegates of the Constitutional Convention,4.9,,Pamphlet,2016,Non Fiction
723,9.67,32,Wonder,"35,698",4.8,R. J. Palacio,Hardcover,2016,Fiction
724,8.55,33,The Wonderful Things You Will Be,"25,148",4.9,Emily Winfield Martin,Hardcover,2016,Fiction
725,8.45,34,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,"35,414",4.7,Jen Sincero,Paperback,2016,Non Fiction
726,25.99,35,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,,Hardcover,2016,Non Fiction
727,,36,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,,Paperback,2016,Fiction
728,24.29,37,"Publication Manual of the American Psychological Association, 6th Edition","12,674",4.5,American Psychological Association,Paperback,2016,Non Fiction
729,14.42,38,Cravings: Recipes for All the Food You Want to Eat: A Cookbook,"10,707",4.7,Chrissy Teigen,Hardcover,2016,Non Fiction
730,12.92,39,Between the World and Me,"20,038",4.7,Ta-Nehisi Coates,Hardcover,2016,Non Fiction
731,4.99,40,Calm the F*ck Down: An Irreverent Adult Coloring Book,"21,068",4.6,Sasha O'Hara,Paperback,2016,Non Fiction
732,5,41,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,,Board book,2016,Fiction
733,7.53,42,"Jesus Calling, Padded Hardcover, with Scripture references","31,196",4.9,Sarah Young,Hardcover,2016,Fiction
734,5.49,43,Night (Night),"8,573",4.7,Elie Wiesel,Paperback,2016,Non Fiction
735,,,,,,,,2016,unknown
736,38.86,45,Harry Potter Paperback Box Set (Books 1-7),"91,629",4.9,J. K. Rowling,Paperback,2016,Fiction
737,21.99,46,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)","21,527",4.9,J.K. Rowling,Hardcover,2016,Fiction
738,9.05,47,10-Day Green Smoothie Cleanse,"32,825",4.7,JJ Smith,Paperback,2016,Non Fiction
739,8.47,48,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely","9,505",4.7,Lysa TerKeurst,Paperback,2016,Non Fiction
740,16.26,49,The Nightingale: A Novel,"99,932",4.8,Kristin Hannah,Hardcover,2016,Fiction
741,23.7,50,Harry Potter and the Chamber of Secrets: The Illustrated Edition (Illustrated) (2),"13,321",4.9,J. K. Rowling,Hardcover,2016,Fiction
742,8.29,51,Fahrenheit 451,"34,955",4.6,Ray Bradbury,Paperback,2016,Fiction
743,4.98,52,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2016,Fiction
744,6.79,53,The Great Gatsby: The Only Authorized Edition,"18,656",4.5,F. Scott Fitzgerald,Paperback,2016,Fiction
745,20.72,54,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,4.6,,Hardcover,2016,Fiction
746,18.98,55,All the Light We Cannot See,"67,291",4.6,Anthony Doerr,Hardcover,2016,Fiction
747,4.55,56,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,,Board book,2016,Fiction
748,13.29,57,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","94,750",4.7,Paulo Coelho,Paperback,2016,Fiction
749,11.89,58,"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer","10,074",4.9,Priscilla Shirer,Paperback,2016,Non Fiction
750,24.5,59,The Whistler,"42,265",4.4,John Grisham,Hardcover,2016,Fiction
751,4.14,60,If Animals Kissed Good Night,"69,538",4.8,Ann Whitford Paul,Board book,2016,Fiction
752,15.9,61,Cooking for Jeffrey: A Barefoot Contessa Cookbook,"2,405",4.7,Ina Garten,Hardcover,2016,Non Fiction
753,11.29,62,"The Trials of Apollo, Book 1: The Hidden Oracle (Trials of Apollo, 1)","9,969",4.7,Rick Riordan,Hardcover,2016,Fiction
754,4.44,63,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),"5,687",4.5,Rob Elliott,Paperback,2016,Non Fiction
755,4.02,64,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,,Hardcover,2016,Fiction
756,,65,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,674",4.7,Brené Brown,Paperback,2016,Fiction
757,14,66,"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate","7,693",4.2,Gary J. Byrne,Hardcover,2016,Non Fiction
758,5.99,67,First 100 Animals,"9,440",4.8,Roger Priddy,Board book,2016,Non Fiction
759,8.49,68,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns","3,138",4.5,Coloring Books for Adults,Paperback,2016,Non Fiction
760,5.36,69,Goodnight Moon,"24,815",4.9,Margaret Wise Brown,Board book,2016,Fiction
761,9.87,70,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","11,620",4.8,Brené Brown,Paperback,2016,Non Fiction
762,9.89,71,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),"13,221",4.5,Ransom Riggs,Paperback,2016,Fiction
763,13.63,72,Grit: The Power of Passion and Perseverance,"12,517",4.6,Angela Duckworth,Hardcover,2016,Non Fiction
764,14.98,73,Emotional Intelligence 2.0,"10,429",4.5,Travis Bradberry,Hardcover,2016,Fiction
765,13.5,74,The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,"21,293",4.5,Colson Whitehead,Hardcover,2016,Fiction
766,9.49,75,The Outsiders,"30,584",4.8,S. E. Hinton,Paperback,2016,Fiction
767,27.99,76,The Food Lab: Better Home Cooking Through Science,"9,022",4.9,J. Kenji López-Alt,Hardcover,2016,Non Fiction
768,18.98,77,Me Before You: A Novel (Movie Tie-In),"1,224",4.6,Jojo Moyes,Paperback,2016,Fiction
769,4.59,78,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,,Board book,2016,Non Fiction
770,9.48,79,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,,Paperback,2016,Non Fiction
771,7.99,80,Potty (Leslie Patricelli board books),"12,933",4.7,Leslie Patricelli,Board book,2016,Fiction
772,20.06,81,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers","7,920",4.7,Timothy Ferriss,Hardcover,2016,Non Fiction
773,5.59,82,"First 100 Padded: Numbers, Colors, Shapes","7,034",4.8,Roger Priddy,Hardcover,2016,Non Fiction
774,8.08,83,Good Vibes Coloring Book (Coloring is Fun) (Design Originals): 30 Beginner-Friendly & Relaxing Creative Art Activities; Positive Messages & Inspirational Quotes; Perforated Paper Resists Bleed Through,"7,275",4.7,Thaneeya McArdle,Paperback,2016,Non Fiction
775,8.97,84,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,"12,578",4.4,Laurel Randolph,Paperback,2016,Non Fiction
776,9.99,85,Quieting Your Heart: 6-Month Bible-Study Journal,"1,577",4.5,Darlene Schacht,Paperback,2016,Non Fiction
777,9.9,86,The Book with No Pictures,"16,882",4.8,B. J. Novak,Hardcover,2016,Fiction
778,5.38,87,Creative Haven Owls Coloring Book (Adult Coloring),"5,205",4.7,Marjorie Sarnat,Paperback,2016,Non Fiction
779,9.09,88,"Magnus Chase and the Gods of Asgard, Book 2 The Hammer of Thor (Magnus Chase and the Gods of Asgard, Book 2) (Magnus Chase and the Gods of Asgard, 2)","6,468",4.7,Rick Riordan,Hardcover,2016,Fiction
780,9.99,89,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,"15,022",4.7,Johanna Basford,Paperback,2016,Non Fiction
781,6.98,90,Harry Potter and the Sorcerer's Stone,"5,120",4.8,J.K. Rowling,Paperback,2016,Fiction
782,8.95,91,Dragons Love Tacos,"15,753",4.8,Adam Rubin,Hardcover,2016,Fiction
783,22.95,92,D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,4.9,,Hardcover,2016,Fiction
784,7.5,93,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!","6,281",4.6,Tom Robinson,Paperback,2016,Non Fiction
785,7.48,94,1984,"72,441",4.7,George Orwell,Mass Market Paperback,2016,Fiction
786,8.48,95,"The Giver (Giver Quartet, 1)","26,262",4.7,Lois Lowry,Paperback,2016,unknown
787,,,,,,,,2016,Fiction
788,11.29,97,"Thinking, Fast and Slow","29,732",4.6,Daniel Kahneman,Paperback,2016,Non Fiction
789,,98,Little Blue Truck board book,"8,204",4.9,Alice Schertle,Board book,2016,Non Fiction
790,14.39,99,Harry Potter Coloring Book,"10,136",4.8,Scholastic,Paperback,2016,Non Fiction
791,9.19,100,The Day the Crayons Quit,"19,898",4.8,Drew Daywalt,Hardcover,2016,Fiction
792,9.67,1,Wonder,"35,698",4.8,R. J. Palacio,Hardcover,2017,Fiction
793,7.38,2,Milk and Honey,"46,407",4.7,Rupi Kaur,Paperback,2017,Non Fiction
794,6.9,3,Giraffes Can't Dance,"28,447",4.8,Giles Andreae,Board book,2017,Fiction
795,14.35,4,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"80,328",4.6,Mark Manson,Hardcover,2017,Non Fiction
796,9.89,5,The Getaway,"17,169",4.8,Jeff Kinney,Hardcover,2017,Fiction
797,8.97,6,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,"12,578",4.4,Laurel Randolph,Paperback,2017,Non Fiction
798,12.45,7,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"29,400",4.5,J. D. Vance,Hardcover,2017,Non Fiction
799,9.49,8,Astrophysics for People in a Hurry,"20,795",4.7,Neil deGrasse Tyson,Hardcover,2017,Non Fiction
800,4.78,9,First 100 Words: A Padded Board Book,"35,236",4.7,Roger Priddy,Board book,2017,Non Fiction
801,14.68,10,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,,Hardcover,2017,Non Fiction
802,14.35,11,The Handmaid's Tale,"60,681",4.4,Margaret Atwood,Paperback,2017,Fiction
803,7.57,12,The 5 Love Languages: The Secret to Love that Lasts,"69,866",4.8,Gary Chapman,Paperback,2017,Non Fiction
804,8.45,13,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,"35,414",4.7,Jen Sincero,Paperback,2017,Non Fiction
805,9.99,14,What Happened,"6,911",4.6,Hillary Rodham Clinton,Hardcover,2017,Non Fiction
806,8.48,15,"Oh, the Places You'll Go!  ","42,848",4.9,Dr. Seuss,Hardcover,2017,Fiction
807,11.58,16,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,,Hardcover,2017,Non Fiction
808,7.48,17,1984,"72,441",4.7,George Orwell,Mass Market Paperback,2017,unknown
809,10.5,18,How to Win Friends & Influence People,"79,094",4.7,Dale Carnegie,Paperback,2017,Non Fiction
810,13.39,19,Origin: A Novel (Robert Langdon),"36,238",4.4,Dan Brown,Hardcover,2017,Fiction
811,7.63,20,A Man Called Ove: A Novel,"56,988",4.7,Fredrik Backman,Paperback,2017,Fiction
812,9,21,The Sun and Her Flowers,"16,958",4.8,Rupi Kaur,Paperback,2017,Non Fiction
813,5,22,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,,Board book,2017,Fiction
814,7.74,23,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2017,Non Fiction
815,3.97,24,The Going-To-Bed Book,"15,393",4.8,Sandra Boynton,Board book,2017,Fiction
816,18.29,25,StrengthsFinder 2.0,Gallup,4.1,,Hardcover,2017,Non Fiction
817,8.55,26,The Wonderful Things You Will Be,"25,148",4.9,Emily Winfield Martin,Hardcover,2017,Fiction
818,13.4,27,The Shack: Where Tragedy Confronts Eternity,"23,392",4.7,William P. Young,Paperback,2017,Fiction
819,8.32,28,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,,Hardcover,2017,Non Fiction
820,15.29,29,"Option B: Facing Adversity, Building Resilience, and Finding Joy","3,057",4.5,Sheryl Sandberg,Hardcover,2017,Non Fiction
821,25.99,30,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,,Hardcover,2017,Non Fiction
822,14.48,31,A Gentleman in Moscow: A Novel,"50,209",4.6,Amor Towles,Hardcover,2017,Fiction
823,24.29,32,"Publication Manual of the American Psychological Association, 6th Edition","12,674",4.5,American Psychological Association,Paperback,2017,Non Fiction
824,5.36,33,Goodnight Moon,"24,815",4.9,Margaret Wise Brown,Board book,2017,Fiction
825,8.39,34,Thirteen Reasons Why,"13,726",4.5,Jay Asher,Paperback,2017,Fiction
826,17.91,35,Leonardo da Vinci,"6,541",4.6,Walter Isaacson,Hardcover,2017,Non Fiction
827,4.98,36,The Pout-Pout Fish,"23,576",4.9,Deborah Diesen,Board book,2017,Fiction
828,20.19,37,Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (3),Mr. Jim Kay,4.9,,Hardcover,2017,Fiction
829,4.14,38,If Animals Kissed Good Night,"69,538",4.8,Ann Whitford Paul,Board book,2017,Fiction
830,4.55,39,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,,Board book,2017,Fiction
831,22.95,40,D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,4.9,,Hardcover,2017,Fiction
832,4.93,41,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2017,Fiction
833,4.02,42,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,,Hardcover,2017,Fiction
834,4.99,43,Laugh-Out-Loud Jokes for Kids,"10,751",4.6,Rob Elliott,Paperback,2017,Non Fiction
835,20.06,44,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers","7,920",4.7,Timothy Ferriss,Hardcover,2017,Non Fiction
836,7.99,45,Milk and Vine: Inspirational Quotes From Classic Vines,"6,305",4.5,Adam Gasiewski,Paperback,2017,Non Fiction
837,11,46,Ready Player One: A Novel,"45,965",4.7,Ernest Cline,Paperback,2017,Fiction
838,,47,Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),"16,127",4.9,Dav Pilkey,Hardcover,2017,Fiction
839,25,48,Obama: An Intimate Portrait,"10,039",4.9,Pete Souza,Hardcover,2017,Non Fiction
840,17.99,49,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"9,187",4.7,Stephen R. Covey,Paperback,2017,Non Fiction
841,14.59,50,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"21,828",4.6,David Grann,Hardcover,2017,Non Fiction
842,9.48,51,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,,Paperback,2017,Non Fiction
843,8.47,52,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely","9,505",4.7,Lysa TerKeurst,Paperback,2017,Non Fiction
844,9.94,53,Big Little Lies,"32,079",4.6,Liane Moriarty,Paperback,2017,Fiction
845,,54,The Official SAT Study Guide,"2,345",4.5,The College Board,Paperback,2017,Non Fiction
846,13.99,55,The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond,Melissa Hartwig Urban,4.6,,Hardcover,2017,Non Fiction
847,11.29,56,"Thinking, Fast and Slow","29,732",4.6,Daniel Kahneman,Paperback,2017,Non Fiction
848,7.53,57,"Jesus Calling, Padded Hardcover, with Scripture references","31,196",4.9,Sarah Young,Hardcover,2017,Non Fiction
849,12.7,58,What to Expect When You're Expecting,"29,389",4.8,Heidi Murkoff,Paperback,2017,Non Fiction
850,12.06,59,The Glass Castle: A Memoir (book),"19,007",4.6,Jeannette Walls,Paperback,2017,Non Fiction
851,6.79,60,The Great Gatsby: The Only Authorized Edition,"18,656",4.5,F. Scott Fitzgerald,Paperback,2017,Non Fiction
852,12.49,61,The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,"2,494",4.7,Oprah Winfrey,Hardcover,2017,Non Fiction
853,5.72,62,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,,Board book,2017,Non Fiction
854,12.75,63,The Rooster Bar,"15,394",4.2,John Grisham,Hardcover,2017,Fiction
855,8.14,64,The Giving Tree,"27,476",4.9,Shel Silverstein,Hardcover,2017,Fiction
856,10.4,65,She Persisted: 13 American Women Who Changed the World,"3,262",4.8,Chelsea Clinton,Hardcover,2017,Non Fiction
857,6.38,66,On Tyranny: Twenty Lessons from the Twentieth Century,"20,340",4.7,Timothy Snyder,Paperback,2017,Non Fiction
858,13.29,67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","94,750",4.7,Paulo Coelho,Paperback,2017,Fiction
859,8.29,68,Fahrenheit 451,"34,955",4.6,Ray Bradbury,Paperback,2017,Fiction
860,13.49,69,Camino Island: A Novel,"23,620",4.3,John Grisham,Hardcover,2017,Fiction
861,11.34,70,Turtles All the Way Down,"11,381",4.6,John Green,Hardcover,2017,Fiction
862,,71,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,674",4.7,Brené Brown,Paperback,2017,Non Fiction
863,4.98,72,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2017,Fiction
864,16.05,73,"The Pioneer Woman Cooks―Come and Get It!: Simple, Scrumptious Recipes for Crazy Busy Lives","4,803",4.8,Ree Drummond,Hardcover,2017,Non Fiction
865,8.55,74,Mindset: The New Psychology of Success,"13,911",4.6,Carol S. Dweck,Paperback,2017,Non Fiction
866,4.98,75,Where Is Baby's Belly Button? A Lift-the-Flap Book,"12,738",4.8,Karen Katz,Board book,2017,Non Fiction
867,19.95,76,Grant,"8,610",4.8,Ron Chernow,Hardcover,2017,Non Fiction
868,9.45,77,,833,4.6,,,2017,unknown
869,22.49,78,Sapiens: A Brief History of Humankind,"65,787",4.6,Yuval Noah Harari,Hardcover,2017,Non Fiction
870,14.29,79,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,"39,269",4.7,Benjamin Graham,Paperback,2017,Non Fiction
871,13.79,80,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",Dr. Steven R Gundry  MD,4.4,,Hardcover,2017,Non Fiction
872,12.11,81,"The Trials of Apollo Book Two The Dark Prophecy (Trials of Apollo, 2)","8,856",4.8,Rick Riordan,Hardcover,2017,Fiction
873,8.49,82,"Everything, Everything","6,977",4.7,Nicola Yoon,Paperback,2017,Fiction
874,12.87,83,Start with Why: How Great Leaders Inspire Everyone to Take Action,"25,652",4.6,Simon Sinek,Paperback,2017,Non Fiction
875,15.1,84,Norse Mythology,"16,852",4.7,Neil Gaiman,Hardcover,2017,Fiction
876,13.46,85,Beneath a Scarlet Sky: A Novel,"66,012",4.7,Mark Sullivan,Paperback,2017,Fiction
877,,86,Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),"17,069",4.9,Dav Pilkey,Hardcover,2017,Fiction
878,10.05,87,Lilac Girls: A Novel (Woolsey-Ferriday),"14,875",4.6,Martha Hall Kelly,Paperback,2017,Fiction
879,21.99,88,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)","21,527",4.9,J.K. Rowling,Hardcover,2017,Fiction
880,11.21,89,"Magnus Chase and the Gods of Asgard, Book 3 The Ship of the Dead (Magnus Chase and the Gods of Asgard, Book 3) (Magnus Chase and the Gods of Asgard, 3)","7,021",4.8,Rick Riordan,Hardcover,2017,Fiction
881,12.97,90,"Al Franken, Giant of the Senate","3,872",4.7,Al Franken,Hardcover,2017,Non Fiction
882,16.29,91,Principles: Life and Work,"12,018",4.6,Ray Dalio,Hardcover,2017,Non Fiction
883,9.87,92,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","11,620",4.8,Brené Brown,Paperback,2017,Non Fiction
884,6.98,93,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,"28,721",4.3,Amy Ramos,Paperback,2017,Non Fiction
885,,94,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,,Paperback,2017,Fiction
886,9.05,95,10-Day Green Smoothie Cleanse,"32,825",4.7,JJ Smith,Paperback,2017,Non Fiction
887,11.88,96,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,"24,427",4.7,Dave Ramsey,Hardcover,2017,Non Fiction
888,8.95,97,Dragons Love Tacos,"15,753",4.8,Adam Rubin,Hardcover,2017,Fiction
889,38.86,98,Harry Potter Paperback Box Set (Books 1-7),"91,629",4.9,J. K. Rowling,Paperback,2017,Fiction
890,15.7,99,Killing England: The Brutal Struggle for American Independence (Bill O'Reilly's Killing Series),"5,682",4.8,Bill O'Reilly,Hardcover,2017,Non Fiction
891,12.18,100,"Rosie Revere, Engineer (The Questioneers)","6,386",4.9,Andrea Beaty,Hardcover,2017,Non Fiction
892,16.5,1,Becoming,"123,276",4.8,Michelle Obama,Hardcover,2018,Non Fiction
893,11.51,2,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be","27,338",4.6,Rachel Hollis,Hardcover,2018,Non Fiction
894,5.28,3,The Wonky Donkey,"74,725",4.8,Craig Smith,Paperback,2018,Fiction
895,9.29,4,Fire and Fury: Inside the Trump White House,"17,292",4.2,Michael Wolff,Hardcover,2018,Non Fiction
896,27.59,5,Fear: Trump in the White House,"10,319",4.5,Bob Woodward,Hardcover,2018,Non Fiction
897,16.99,6,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Children’s Book)","15,015",4.9,Jill Twiss,Hardcover,2018,Fiction
898,18.14,7,12 Rules for Life: An Antidote to Chaos,"58,074",4.8,Jordan B. Peterson,Hardcover,2018,Non Fiction
899,16.59,8,Magnolia Table,"32,326",4.8,Joanna Gaines,Hardcover,2018,Non Fiction
